Date,Block ,Well,Row,Column,Light.lvl,Replicate,Orientation,Voltage,Amps,PPFD,Notes,,,,,
11/12/20,3,19,1,7,4,5,Bottom,7.00,1.50,142,,,,,,
11/12/20,3,19,1,7,4,6,Bottom,7.00,1.50,152,,,,,,
11/12/20,3,22,1,8,4,1,Bottom,7.00,1.50,140,,,,,,
11/12/20,3,22,1,8,4,2,Bottom,7.00,1.50,150,,,,,,
11/12/20,3,22,1,8,4,3,Bottom,7.00,1.50,146,,,,,,
11/12/20,3,22,1,8,4,4,Bottom,7.00,1.50,147,,,,,,
11/12/20,3,22,1,8,4,5,Bottom,7.00,1.50,152,,,,,,
11/12/20,3,22,1,8,4,6,Bottom,7.00,1.50,149,,,,,,
11/12/20,3,25,1,9,4,1,Bottom,7.00,1.50,130,,,,,,
11/12/20,3,25,1,9,4,2,Bottom,7.00,1.50,132,,,,,,
11/12/20,3,25,1,9,4,3,Bottom,7.00,1.50,134,,,,,,
11/12/20,3,25,1,9,4,4,Bottom,7.00,1.50,126,,,,,,
11/12/20,3,25,1,9,4,5,Bottom,7.00,1.50,135,,,,,,
11/12/20,3,25,1,9,4,6,Bottom,7.00,1.50,135,,,,,,
11/12/20,3,2,2,1,5,1,Bottom,7.00,2.75,230,,,,,,
11/12/20,3,2,2,1,5,2,Bottom,7.00,2.75,227,,,,,,
11/12/20,3,2,2,1,5,3,Bottom,7.00,2.75,250,,,,,,
11/12/20,3,2,2,1,5,4,Bottom,7.00,2.75,239,,,,,,
11/12/20,3,2,2,1,5,5,Bottom,7.00,2.75,256,,,,,,
11/12/20,3,2,2,1,5,6,Bottom,7.00,2.75,221,,,,,,
11/12/20,3,5,2,2,5,1,Bottom,7.00,2.75,244,,,,,,
11/12/20,3,5,2,2,5,2,Bottom,7.00,2.75,251,,,,,,
11/12/20,3,5,2,2,5,3,Bottom,7.00,2.75,241,,,,,,
11/12/20,3,5,2,2,5,4,Bottom,7.00,2.75,259,,,,,,
11/12/20,3,5,2,2,5,5,Bottom,7.00,2.75,261,,,,,,
11/12/20,3,5,2,2,5,6,Bottom,7.00,2.75,240,,,,,,
11/12/20,3,8,2,3,5,1,Bottom,7.00,2.75,246,,,,,,
11/12/20,3,8,2,3,5,2,Bottom,7.00,2.75,251,,,,,,
11/12/20,3,8,2,3,5,3,Bottom,7.00,2.75,232,,,,,,
11/12/20,3,8,2,3,5,4,Bottom,7.00,2.75,219,,,,,,
11/12/20,3,8,2,3,5,5,Bottom,7.00,2.75,229,,,,,,
11/12/20,3,8,2,3,5,6,Bottom,7.00,2.75,255,,,,,,
11/12/20,3,11,2,4,5,1,Bottom,7.00,2.75,203,,,,,,
11/12/20,3,11,2,4,5,2,Bottom,7.00,2.75,232,,,,,,
11/12/20,3,11,2,4,5,3,Bottom,7.00,2.75,235,,,,,,
11/12/20,3,11,2,4,5,4,Bottom,7.00,2.75,199,,,,,,
11/12/20,3,11,2,4,5,5,Bottom,7.00,2.75,211,,,,,,
11/12/20,3,11,2,4,5,6,Bottom,7.00,2.75,218,,,,,,
11/12/20,3,14,2,5,5,1,Bottom,7.00,2.75,201,,,,,,
11/12/20,3,14,2,5,5,2,Bottom,7.00,2.75,226,,,,,,
11/12/20,3,14,2,5,5,3,Bottom,7.00,2.75,224,,,,,,
11/12/20,3,14,2,5,5,4,Bottom,7.00,2.75,229,,,,,,
11/12/20,3,14,2,5,5,5,Bottom,7.00,2.75,228,,,,,,
11/12/20,3,14,2,5,5,6,Bottom,7.00,2.75,225,,,,,,
11/12/20,3,17,2,6,5,1,Bottom,7.00,2.75,236,,,,,,
11/12/20,3,17,2,6,5,2,Bottom,7.00,2.75,274,,,,,,
11/12/20,3,17,2,6,5,3,Bottom,7.00,2.75,217,,,,,,
11/12/20,3,17,2,6,5,4,Bottom,7.00,2.75,221,,,,,,
11/12/20,3,17,2,6,5,5,Bottom,7.00,2.75,223,,,,,,
11/12/20,3,17,2,6,5,6,Bottom,7.00,2.75,254,,,,,,
11/12/20,3,20,2,7,5,1,Bottom,7.00,2.75,199,,,,,,
11/12/20,3,20,2,7,5,2,Bottom,7.00,2.75,228,,,,,,
11/12/20,3,20,2,7,5,3,Bottom,7.00,2.75,230,,,,,,
11/12/20,3,20,2,7,5,4,Bottom,7.00,2.75,216,,,,,,
11/12/20,3,20,2,7,5,5,Bottom,7.00,2.75,221,,,,,,
11/12/20,3,20,2,7,5,6,Bottom,7.00,2.75,234,,,,,,
11/12/20,3,23,2,8,5,1,Bottom,7.00,2.75,214,,,,,,
11/12/20,3,23,2,8,5,2,Bottom,7.00,2.75,221,,,,,,
11/12/20,3,23,2,8,5,3,Bottom,7.00,2.75,225,,,,,,
11/12/20,3,23,2,8,5,4,Bottom,7.00,2.75,220,,,,,,
11/12/20,3,23,2,8,5,5,Bottom,7.00,2.75,230,,,,,,
11/12/20,3,23,2,8,5,6,Bottom,7.00,2.75,220,,,,,,
11/12/20,3,26,2,9,5,1,Bottom,7.00,2.75,222,,,,,,
11/12/20,3,26,2,9,5,2,Bottom,7.00,2.75,209,,,,,,
11/12/20,3,26,2,9,5,3,Bottom,7.00,2.75,225,,,,,,
11/12/20,3,26,2,9,5,4,Bottom,7.00,2.75,217,,,,,,
11/12/20,3,26,2,9,5,5,Bottom,7.00,2.75,219,,,,,,
11/12/20,3,26,2,9,5,6,Bottom,7.00,2.75,219,,,,,,
11/12/20,3,3,3,1,6,1,Bottom,7.00,5.00,332,,,,,,
11/12/20,3,3,3,1,6,2,Bottom,7.00,5.00,376,,,,,,
11/12/20,3,3,3,1,6,3,Bottom,7.00,5.00,342,,,,,,
11/12/20,3,3,3,1,6,4,Bottom,7.00,5.00,330,,,,,,
11/12/20,3,3,3,1,6,5,Bottom,7.00,5.00,325,,,,,,
11/12/20,3,3,3,1,6,6,Bottom,7.00,5.00,349,,,,,,
11/12/20,3,6,3,2,6,1,Bottom,7.00,5.00,309,,,,,,
11/12/20,3,6,3,2,6,2,Bottom,7.00,5.00,336,,,,,,
11/12/20,3,6,3,2,6,3,Bottom,7.00,5.00,356,,,,,,
11/12/20,3,6,3,2,6,4,Bottom,7.00,5.00,326,,,,,,
11/12/20,3,6,3,2,6,5,Bottom,7.00,5.00,316,,,,,,
11/12/20,3,6,3,2,6,6,Bottom,7.00,5.00,322,,,,,,
11/12/20,3,9,3,3,6,1,Bottom,7.00,5.00,354,,,,,,
11/12/20,3,9,3,3,6,2,Bottom,7.00,5.00,361,,,,,,
11/12/20,3,9,3,3,6,3,Bottom,7.00,5.00,352,,,,,,
11/12/20,3,9,3,3,6,4,Bottom,7.00,5.00,335,,,,,,
11/12/20,3,9,3,3,6,5,Bottom,7.00,5.00,371,,,,,,
11/12/20,3,9,3,3,6,6,Bottom,7.00,5.00,351,,,,,,
11/12/20,3,12,3,4,6,1,Bottom,7.00,5.00,366,,,,,,
11/12/20,3,12,3,4,6,2,Bottom,7.00,5.00,398,,,,,,
11/12/20,3,12,3,4,6,3,Bottom,7.00,5.00,370,,,,,,
11/12/20,3,12,3,4,6,4,Bottom,7.00,5.00,358,,,,,,
11/12/20,3,12,3,4,6,5,Bottom,7.00,5.00,375,,,,,,
11/12/20,3,12,3,4,6,6,Bottom,7.00,5.00,411,,,,,,
11/12/20,3,15,3,5,6,1,Bottom,7.00,5.00,327,,,,,,
11/12/20,3,15,3,5,6,2,Bottom,7.00,5.00,346,,,,,,
11/12/20,3,15,3,5,6,3,Bottom,7.00,5.00,357,,,,,,
11/12/20,3,15,3,5,6,4,Bottom,7.00,5.00,330,,,,,,
11/12/20,3,15,3,5,6,5,Bottom,7.00,5.00,322,,,,,,
11/12/20,3,15,3,5,6,6,Bottom,7.00,5.00,355,,,,,,
11/12/20,3,18,3,6,6,1,Bottom,7.00,5.00,321,,,,,,
11/12/20,3,18,3,6,6,2,Bottom,7.00,5.00,342,,,,,,
11/12/20,3,18,3,6,6,3,Bottom,7.00,5.00,342,,,,,,
11/12/20,3,18,3,6,6,4,Bottom,7.00,5.00,322,,,,,,
11/12/20,3,18,3,6,6,5,Bottom,7.00,5.00,325,,,,,,
11/12/20,3,18,3,6,6,6,Bottom,7.00,5.00,367,,,,,,
11/12/20,3,21,3,7,6,1,Bottom,7.00,5.00,337,,,,,,
11/12/20,3,21,3,7,6,2,Bottom,7.00,5.00,364,,,,,,
11/12/20,3,21,3,7,6,3,Bottom,7.00,5.00,382,,,,,,
11/12/20,3,21,3,7,6,4,Bottom,7.00,5.00,373,,,,,,
11/12/20,3,21,3,7,6,5,Bottom,7.00,5.00,344,,,,,,
11/12/20,3,21,3,7,6,6,Bottom,7.00,5.00,367,,,,,,
11/17/20,3,24,3,8,6,1,Bottom,7.00,5.00,337,,,,,,
11/17/20,3,24,3,8,6,2,Bottom,7.00,5.00,335,,,,,,
11/17/20,3,24,3,8,6,3,Bottom,7.00,5.00,348,,,,,,
11/17/20,3,24,3,8,6,4,Bottom,7.00,5.00,337,,,,,,
11/17/20,3,24,3,8,6,5,Bottom,7.00,5.00,341,,,,,,
11/17/20,3,24,3,8,6,6,Bottom,7.00,5.00,355,,,,,,
11/12/20,3,27,3,9,6,1,Bottom,7.00,5.00,327,,,,,,
11/12/20,3,27,3,9,6,2,Bottom,7.00,5.00,312,,,,,,
11/12/20,3,27,3,9,6,3,Bottom,7.00,5.00,346,,,,,,
11/12/20,3,27,3,9,6,4,Bottom,7.00,5.00,321,,,,,,
11/12/20,3,27,3,9,6,5,Bottom,7.00,5.00,340,,,,,,
11/12/20,3,27,3,9,6,6,Bottom,7.00,5.00,323,,,,,,
